date,investor_deposit,deriv_deposit,broker_rp_balance,margin_call_unpaid,margin_call_liquidation,margin_liquidation_ratio,credit_loan_total,credit_loan_kospi,credit_loan_kosdaq,credit_short_total,credit_short_kospi,credit_short_kosdaq,subscription_loan,pledged_securities_loan,cma_rp,cma_mmf,cma_jonggeum,cma_note,cma_other,cma_balance,mmf_total,mmf_indiv,mmf_corp,mmf_other
2021-10-15,67842638,11219696,93427990,253265,16642,5.3,23068727,12625333,10443393,41854,29463,12391,0,19012744,34820758,3007933,0,7482322,23426561,68737574,157775065,23414252,134360813,0
2021-10-18,66981872,11104151,93698614,215627,11149,4.4,23228797,12718277,10510520,40627,27650,12977,0,19026458,34880139,3109300,0,7523236,23521974,69034649,159895973,23698845,136197127,0
2021-10-19,67858711,11117448,93627343,218393,13644,6.3,23400028,12778896,10621132,42116,28583,13533,0,19095580,34803992,3118708,0,7426735,23023245,68372680,160027171,23701912,136325259,0
2021-10-20,65616903,11091716,92572105,243618,13247,6.1,23586306,12897770,10688535,43636,28193,15443,0,19194376,33892248,3029571,0,7084932,22015014,66021765,159141000,23623769,135517231,0
2021-10-21,66553014,11170823,92743110,236513,15621,6.4,23694826,12923943,10770883,44277,29489,14789,0,19238198,33843614,3033417,0,7079384,22244017,66200432,158915285,23545776,135369509,0
2021-10-22,64338972,11034589,91548603,252236,17344,7.3,23792347,12945036,10847310,45078,29796,15282,0,19455900,32557907,2979624,0,6483331,20322100,62342962,157058843,23431898,133626945,0
2021-10-25,63456270,11137602,89837371,244773,15963,6.3,23814096,12934199,10879897,46763,32425,14338,0,19450192,32177559,2971244,0,6368283,19916221,61433308,155959959,23250307,132709652,0
2021-10-26,64992844,11214272,91494733,199498,14402,5.9,23807091,12923772,10883320,46424,30991,15433,0,19214625,33795488,2936355,0,6972615,22186469,65890926,155349260,23138741,132210519,0
2021-10-27,67655407,11238561,92349774,206108,9794,4.9,23866013,12955707,10910306,47106,32585,14521,0,19286406,33692117,3003928,0,6975185,22358397,66029628,156665175,23276947,133388228,0
2021-10-28,67947057,11248943,92698683,203471,10562,5.1,23901726,12951747,10949979,44552,30161,14391,0,19284749,34172335,3001438,0,7168134,22569476,66911382,166423876,23256407,143167469,0
2021-10-29,66730533,11154938,92390891,231058,13096,6.4,24031375,13039442,10991932,47671,31822,15849,0,19299308,34104817,3046439,0,7423284,22650694,67225234,162757819,23319325,139438494,0
2021-11-01,66848167,11152026,92274020,257339,15244,6.6,24027491,13042899,10984592,45030,30534,14496,0,19448808,33812026,3031349,0,7391451,22564208,66799034,162886462,23332386,139554076,0
2021-11-02,63436145,11123172,89420128,283987,17500,6.8,24017293,13057278,10960014,46787,28810,17977,0,19670535,31077060,2930864,0,5470963,19728272,59207158,167349489,23201186,144148303,0
2021-11-03,63940733,11065703,87957656,271545,12866,4.5,23912168,12962094,10950074,46902,29943,16959,0,19711397,30627452,2929647,0,5210334,19137843,57905275,169301091,22961534,146339557,0
2021-11-04,67120363,10804933,89834655,258593,16086,5.9,23895532,12893610,11001922,47967,30840,17127,0,19358807,32782661,2966597,0,7133741,21954560,64837560,169731696,22961056,146770640,0
2021-11-05,65009996,10826461,90420584,286282,16589,6.4,24029192,12985283,11043908,49188,30569,18619,0,19522368,32091091,2996569,0,6327087,20136755,61551502,171036745,23139364,147897381,0
2021-11-08,65833716,11025499,90359003,308010,19141,6.7,23887522,12916502,10971020,51620,30926,20694,0,19554844,32087662,3020215,0,6330885,20043675,61482436,167824651,23128105,144696546,0
2021-11-09,65457841,11146545,90786616,291423,18707,6.1,23845711,12930255,10915456,52143,31674,20468,0,19471754,32427925,3019137,0,6818905,20916820,63182786,164313294,23133488,141179806,0
2021-11-10,64656322,11253149,90437285,284919,15607,5.4,23857455,12946243,10911212,51317,29993,21324,0,19456774,32318064,3028512,0,6736608,20742482,62825666,162728269,23167820,139560449,0
2021-11-11,67075141,11255405,91897139,291291,20382,7.2,23785205,12885260,10899945,52407,31116,21292,0,19430563,33360418,3033548,0,7192093,22202913,65788972,158983696,23165044,135818652,0
2021-11-12,63531281,11184344,90015986,298718,22304,7.7,23645909,12804123,10841786,48608,30257,18350,0,19555371,31607439,3008988,0,6529362,20058476,61204266,159949152,23198345,136750806,0
2021-11-15,64191164,11184984,89429522,646012,12992,4.3,23520807,12736559,10784248,49942,30656,19286,0,19510086,31637186,3003183,0,6513355,19924028,61077752,159671822,23102073,136569749,0
2021-11-16,66381958,11091872,91891308,644543,16890,2.6,23449150,12651316,10797834,48936,29098,19838,0,19433700,33853212,3024248,0,7252664,22259302,66389425,161978697,23090411,138888286,0
2021-11-17,66814292,11220572,92630761,273509,12817,2.0,23498514,12666175,10832339,50564,30097,20467,0,19536918,33903505,3100654,0,7288229,22321224,66613613,162145002,23334031,138810971,0
2021-11-18,66354660,11246380,92340868,274676,15866,5.8,23593283,12699121,10894162,51755,30468,21287,0,19492981,33618001,3101498,0,7181743,22032977,65934218,163107922,23387406,139720516,0
2021-11-19,66080807,11248166,92501222,315999,16923,6.2,23669913,12724451,10945462,50289,29337,20952,0,19475940,33714363,3101004,0,7142732,22180937,66139035,160537725,23385939,137151786,0
2021-11-22,65096425,11403284,92152962,297067,14229,4.5,23727238,12730088,10997150,51484,30233,21252,0,19547834,33455759,3093490,0,7085633,21878507,65513388,160873877,23400859,137473019,0
2021-11-23,65245400,11412579,91959005,268379,18748,6.3,23697880,12704234,10993646,51264,30153,21111,0,19514184,33480691,3085662,0,7114069,22525401,66205823,160938697,23365418,137573279,0
2021-11-24,64669998,11080234,90403512,321197,19507,7.3,23573751,12623095,10950656,51032,31084,19948,0,19651972,31875495,3034056,0,6250180,19943347,61103077,155433523,23251276,132182247,0
2021-11-25,64176531,11087359,89745781,316163,19515,6.1,23483054,12608148,10874906,48554,29207,19348,0,19646755,31926115,3015535,0,6281921,20005539,61229109,151167216,23091599,128075618,0
2021-11-26,64904507,11124193,90805065,274195,17393,5.5,23587909,12660924,10926985,46997,27350,19646,0,19602277,33085731,3044609,0,6935250,22128707,65194297,151699856,23069411,128630446,0
2021-11-29,67010795,11175552,90673942,274651,16198,5.9,23660985,12687009,10973976,46558,27059,19499,0,19678363,33026331,3086390,0,6931315,21930883,64974919,152037593,23153206,128884387,0
2021-11-30,65982417,11404812,90696849,323269,19560,7.1,23452952,12575931,10877020,44931,25473,19458,0,19818948,33110325,3092448,0,7170593,21733037,65106404,149130867,23049535,126081333,0
2021-12-01,67393273,11545312,91397042,305741,26630,8.2,23123702,12348004,10775698,43718,25102,18616,0,19687968,33163608,3107170,0,7163737,21761183,65195698,149375324,23063942,126311382,0
2021-12-02,67279748,11670260,92033660,339450,21912,7.2,22747343,12117083,10630260,45975,26501,19474,0,19584423,33388189,3115208,0,7313450,22709991,66526838,153552811,23094710,130458101,0
2021-12-03,64244429,11492558,91322290,266181,18944,5.6,22549889,11997217,10552672,46312,27208,19104,0,19433903,33386659,3130676,0,7152386,22578573,66248294,158450372,23143266,135307106,0
2021-12-06,64278940,11599026,92416724,243776,14720,5.5,22494713,11956541,10538172,43749,25413,18336,0,19404622,33533973,3130453,0,7291762,23133960,67090148,159579269,23545968,136033301,0
2021-12-07,64455624,11858615,91687779,194552,17800,7.3,22551210,11991179,10560031,46898,26532,20366,0,19366982,32733870,3108519,0,6758633,22080103,64681126,159199388,23453626,135745762,0
2021-12-08,63039270,11936208,91669094,210591,12029,6.2,22706533,12068215,10638318,46887,25633,21254,0,19503037,32690738,3101504,0,6710290,21833336,64335868,157174116,23382219,133791898,0
2021-12-09,63548376,11810246,92265382,215300,10866,5.2,22802418,12132685,10669733,47882,27315,20568,0,19568572,33402083,3107387,0,7101597,22179649,65790716,151084444,23184562,127899882,0
2021-12-10,63528402,11735403,91452028,218161,11078,5.1,22846417,12118299,10728119,49922,27580,22343,0,19516921,33181555,3123042,0,7078074,21936373,65319043,148095825,23174708,124921117,0
2021-12-13,64477308,11255264,91736771,189921,10539,4.8,22909187,12100935,10808252,50121,29852,20269,0,19411337,33148790,3131853,0,7044258,21927562,65252464,149511739,23140953,126370786,0
2021-12-14,64062523,11255224,91929102,202819,14798,7.8,23085989,12161409,10924580,46975,28098,18876,0,19505058,33456936,3134336,0,7244903,22924749,66760924,151736085,23133254,128602831,0
2021-12-15,63562165,10997274,91558512,228930,18056,8.9,23117514,12144011,10973503,48208,28565,19644,0,19612230,33070211,3125737,0,6998620,22127799,65322367,154037031,23133170,130903861,0
2021-12-16,63595935,10831662,91693897,232620,14270,6.2,23152454,12187843,10964611,46215,28045,18170,0,19667131,33126613,3124783,0,7066524,22451076,65768996,156031102,23085682,132945420,0
2021-12-17,62840779,10818728,92654280,231567,13359,5.7,23218882,12236225,10982656,49452,30500,18952,0,19630547,33326702,3125635,0,7185466,22997576,66635379,155875257,23052722,132822536,0
2021-12-20,63518990,10835031,92391376,235973,13219,5.7,23267297,12238146,11029151,51287,32221,19066,0,19631364,33425253,3134954,0,7277737,23342836,67180781,154333355,23057056,131276299,0
2021-12-21,63476579,10694029,92093272,228448,18248,7.7,23209709,12197981,11011728,49598,32359,17239,0,19592407,32909184,3134210,0,7037511,22945237,66026142,154874210,23041594,131832616,0
2021-12-22,62203731,10926327,91921087,267721,14724,6.4,23235946,12257653,10978292,45133,27627,17505,0,19645590,32994488,3142017,0,7049787,23014229,66200522,155974839,23022508,132952331,0
2021-12-23,63346263,11018097,92276941,248440,18190,6.8,23186091,12219912,10966179,47434,29312,18121,0,19554878,33573324,3134030,0,7401792,23639479,67748625,155395062,23008694,132386368,0
2021-12-24,62775831,10741303,92459890,235587,15326,6.2,23168552,12185136,10983416,47544,29373,18171,0,19454231,33615219,3148882,0,7322810,23447929,67534840,155394935,23045820,132349115,0
2021-12-27,64471260,10844423,91837133,229267,12172,5.2,23132544,12158952,10973593,50668,31799,18869,0,19461632,33590010,3154030,0,7381589,23497136,67622765,153551066,23086444,130464622,0
2021-12-28,66201003,10902221,91432178,217611,15892,6.9,23093351,12111776,10981575,49621,30858,18763,0,19422538,33824091,3162434,0,7472569,24059124,68518218,154062291,23054724,131007568,0
2021-12-29,68001509,10874641,90581504,239217,13772,6.3,23148833,12125530,11023303,48265,29884,18381,0,19296889,33779058,3167825,0,7412110,23980172,68339164,148440455,23048566,125391890,0
2021-12-30,69653452,10808228,88437796,324104,6167,2.6,23097232,12055232,11042000,51399,31522,19877,0,19236990,34071569,3162261,0,7462451,22982574,67678855,137985875,23022723,114963152,0
2021-12-31,67530709,10785489,83396190,321040,7917,2.4,23088636,12050221,11038416,51399,31522,19877,0,18170955,34216147,3170948,0,7464598,23777658,68629351,135514830,23081296,112433534,0
2022-01-03,71732752,10756972,87515610,271705,16868,5.3,23328429,12127414,11201015,50456,30821,19635,0,19096569,34014101,3164983,0,7536601,24471045,69186729,136633140,23054354,113578787,0
2022-01-04,66570238,11025304,89870737,224259,21079,7.8,23419619,12175889,11243731,50364,30053,20311,0,19132085,34071762,3188295,0,7590641,24268187,69118884,147242406,23215445,124026961,0
2022-01-05,68986142,11134306,90018209,258912,17434,7.8,23509968,12194716,11315251,50631,31277,19354,0,19161119,33949832,3181560,0,7619965,24503159,69254516,153549077,23251129,130297948,0
2022-01-06,67356392,11632746,90362249,273149,19603,7.6,23714954,12319329,11395625,51323,32936,18387,0,19307369,33796875,3186883,0,7631096,24312165,68927019,155969112,23229447,132739665,0
2022-01-07,65204675,11532553,90606013,391436,23179,8.5,23810574,12400119,11410454,46202,30225,15977,0,19394488,33880489,3193464,0,7644793,24200615,68919361,156982710,23227849,133754861,0
2022-01-10,64432523,11448637,90600833,435211,24129,6.2,23533304,12281537,11251766,44324,30646,13677,0,19424075,33897317,3185632,0,7627578,23621938,68332464,155815819,23243185,132572634,0
2022-01-11,64664255,11364721,90393048,313173,31371,7.2,23518198,12257587,11260611,47202,32711,14491,0,19313769,33495436,3180178,0,7437392,23306437,67419443,155915707,23183446,132732262,0
2022-01-12,64603307,11766753,89963361,297721,18595,5.9,23650966,12340602,11310364,45764,33619,12145,0,19396874,32873432,3161046,0,7113880,22205022,65353380,155991913,23159366,132832547,0
2022-01-13,64095437,11691334,89921140,283239,14678,4.9,23501679,12267449,11234230,46518,34290,12228,0,19436704,32593798,3139371,0,7072987,22155925,64962081,158668163,23058053,135610110,0
2022-01-14,65340148,11318139,90640146,231440,13292,4.7,23483136,12218831,11264305,55274,42070,13204,0,19298292,33450074,3124387,0,7427221,22929939,66931622,160011397,23005409,137005989,0
2022-01-17,74258907,11256925,91090356,250120,17280,7.5,23563629,12241326,11322303,54620,40823,13797,0,19505089,34156039,3071944,0,7785643,23445538,68459165,158025014,22977530,135047484,0
2022-01-18,70386261,11227612,86846689,273363,22112,8.8,23569248,12303746,11265502,54616,40767,13849,0,19890455,30865292,2891133,0,6872053,21462393,62090871,154802374,22470732,132331642,0
2022-01-19,54020017,11204836,78816795,295783,24320,8.9,23431541,12258738,11172803,51377,37800,13577,0,21349109,24364559,2554976,0,3962216,14834779,45716530,147284772,21253656,126031115,0
2022-01-20,53805640,11264042,75933643,297427,22351,7.6,23171662,12140197,11031465,52098,38088,14009,0,21240860,23820373,2524172,0,3997537,14267918,44610000,139236322,20430047,118806275,0
2022-01-21,74041033,11269361,86759090,274025,18031,6.1,22947376,12020913,10926463,50696,36931,13765,0,19450827,32724807,2595502,0,6985232,21369803,63675344,139600928,20396915,119204013,0
2022-01-24,71396332,11352226,89145496,229248,13209,4.8,22914746,12034229,10880517,54094,38680,15414,0,19288764,32541980,2904981,0,7306441,21784627,64538028,144430174,21839471,122590703,0
2022-01-25,69545650,11543221,89185401,246795,21501,9.4,22798985,11964333,10834652,50437,36110,14327,0,19420544,33222026,2969691,0,7680207,22706448,66578372,148196410,22073954,126122456,0
2022-01-26,71467317,11464849,89449277,273121,28946,11.7,22523668,11806290,10717378,46916,33651,13265,0,19500810,33208157,3018472,0,7694616,22814499,66735745,149971514,22258436,127713078,0
2022-01-27,75107298,11838476,89546991,331873,22497,8.2,22004783,11564647,10440136,43391,29994,13397,0,19454964,33629563,3029361,0,8297367,23370335,68326626,154213869,22316916,131896953,0
2022-01-28,70344739,11808123,89550629,302391,21837,6.6,21672907,11402456,10270452,46006,32209,13797,0,19401156,33937791,3126812,0,8514269,23511889,69090761,158011566,22384518,135627048,0
2022-02-03,68709856,11774320,90401539,357706,20833,6.9,21338454,11264984,10073470,39863,27731,12133,0,19410734,34174732,3152132,0,8540909,23810579,69678352,160511456,22460764,138050692,0
2022-02-04,66665833,11629533,91016971,284716,15555,4.3,21039007,11113785,9925222,44468,32169,12299,0,19195606,34288280,3200682,0,8594624,24089565,70173151,165522685,22569135,142953550,0
2022-02-07,66809711,11785380,91498093,259539,14436,5.1,21043823,11108241,9935582,50806,35506,15300,0,19180696,34263721,3219619,0,8582756,23824601,69890697,168894168,22634778,146259390,0
2022-02-08,66630294,11723640,92213012,234976,21795,8.4,21217966,11200992,10016974,55602,39240,16362,0,19281094,34272195,3247074,0,8598124,24012923,70130316,170917915,22675068,148242847,0
2022-02-09,64001500,11718791,90944316,260074,15240,6.5,21470552,11344767,10125785,52649,36734,15915,0,19327780,34085275,3284203,0,8506477,23770478,69646433,173524538,22652527,150872010,0
2022-02-10,63695941,11683733,90823937,255533,15156,5.8,21502782,11332070,10170711,48997,34252,14745,0,19414859,34024147,3291050,0,8508757,23611486,69435441,169959956,22617598,147342358,0
2022-02-11,64101070,11533551,91175421,230470,14954,5.9,21547518,11342377,10205141,53160,37384,15776,0,19382758,34092451,3302056,0,8467688,23496333,69358527,166779298,22599639,144179659,0
2022-02-14,65462338,11607089,91092392,253443,18332,8.0,21591794,11350318,10241476,56780,41858,14922,0,19452364,33832983,3309847,0,8398204,23447259,68988293,166764449,22589747,144174702,0
2022-02-15,64558442,11576437,90405546,245570,27026,10.7,21434887,11289407,10145479,54760,39478,15281,0,19505526,33179796,3308944,0,8157190,22920071,67566000,169242989,22494100,146748889,0
2022-02-16,63485069,11581154,89325166,242028,18893,7.7,21126391,11154822,9971570,50740,36586,14154,0,19530673,32498829,3298661,0,7695642,22098677,65591809,171181496,22354704,148826792,0
2022-02-17,63394807,11520109,89905042,239787,13597,5.6,20809249,11006546,9802704,49439,35592,13847,0,19436793,33123765,3310140,0,7882683,22780923,67097511,171685062,22279053,149406010,0
2022-02-18,62500536,11411179,89409002,190785,11045,4.6,20741207,10965814,9775393,55488,39214,16274,0,19253009,32399018,3293162,0,7749580,22070638,65512399,171926674,22261116,149665558,0
2022-02-21,62473107,11432850,89382666,190013,12498,6.6,20725079,10903614,9821465,56305,41148,15158,0,19219622,32434083,3285183,0,7687650,21749908,65156825,171306406,22195374,149111032,0
2022-02-22,63703239,11390533,89424062,176562,13516,7.1,20793075,10949855,9843220,54931,39442,15489,0,19278759,32475755,3281009,0,7568047,21712278,65037088,170146181,22158426,147987755,0
2022-02-23,63142653,11281978,89488266,174236,11094,6.3,20893038,11006491,9886548,53451,37825,15627,0,19314928,32405115,3293280,0,7515648,21700030,64914072,165528807,22117511,143411296,0
2022-02-24,65273348,11503086,90653972,201435,9434,5.4,20885110,11031413,9853697,50027,34703,15324,0,19491809,33706838,3280171,0,8476967,23721379,69185355,162239768,22097444,140142323,0
