종목명,상태,공시일,매출액_당기(억원),매출액_YoY(%),매출액_흑자적자전환_YoY,영업이익_당기(억원),영업이익_YoY(%),영업이익_흑자적자전환_YoY
삼진엘앤디,no_disclosure,,,,,,,
위세아이텍,no_disclosure,,,,,,,
스페코,no_disclosure,,,,,,,
인티큐브,no_disclosure,,,,,,,
프럼파스트,no_disclosure,,,,,,,
휴맥스,no_disclosure,,,,,,,
오픈놀,no_disclosure,,,,,,,
엠브레인,no_disclosure,,,,,,,
우듬지팜,no_disclosure,,,,,,,
휴럼,no_disclosure,,,,,,,
씨싸이트,no_disclosure,,,,,,,
서울제약,no_disclosure,,,,,,,
오에스피,no_disclosure,,,,,,,
세림B&G,no_disclosure,,,,,,,
솔트웨어,no_disclosure,,,,,,,
스튜디오삼익,no_disclosure,,,,,,,
이씨에스,no_disclosure,,,,,,,
씨유메디칼,no_disclosure,,,,,,,
에이루트,no_disclosure,,,,,,,
한국맥널티,no_disclosure,,,,,,,
아우딘퓨쳐스,no_disclosure,,,,,,,
이엘피,no_disclosure,,,,,,,
키네마스터,no_disclosure,,,,,,,
유비온,no_disclosure,,,,,,,
글로본,no_disclosure,,,,,,,
캔버스엔,no_disclosure,,,,,,,
엠에프씨,no_disclosure,,,,,,,
한일화학,no_disclosure,,,,,,,
메디앙스,no_disclosure,,,,,,,
파인디앤씨,no_disclosure,,,,,,,
이노에이엑스,no_disclosure,,,,,,,
한국비티비,no_disclosure,,,,,,,
나라셀라,no_disclosure,,,,,,,
에이스토리,no_disclosure,,,,,,,
오션인더블유,no_disclosure,,,,,,,
세중,no_disclosure,,,,,,,
에스티오,no_disclosure,,,,,,,
샤페론,no_disclosure,,,,,,,
티피씨글로벌,no_disclosure,,,,,,,
인바이오,no_disclosure,,,,,,,
플레이위드,no_disclosure,,,,,,,
씨엔알리서치,no_disclosure,,,,,,,
한국정밀기계,no_disclosure,,,,,,,
이지트로닉스,no_disclosure,,,,,,,
다산솔루에타,no_disclosure,,,,,,,
성창오토텍,no_disclosure,,,,,,,
인산가,no_disclosure,,,,,,,
한국유니온제약,no_disclosure,,,,,,,
오토앤,no_disclosure,,,,,,,
밸로프,no_disclosure,,,,,,,
지란지교시큐리티,no_disclosure,,,,,,,
라닉스,no_disclosure,,,,,,,
시지트로닉스,no_disclosure,,,,,,,
핌스,no_disclosure,,,,,,,
파루,no_disclosure,,,,,,,
링크드,no_disclosure,,,,,,,
삼일,no_disclosure,,,,,,,
CNT85,no_disclosure,,,,,,,
인터엠,no_disclosure,,,,,,,
비피도,no_disclosure,,,,,,,
오아,no_disclosure,,,,,,,
텔콘RF제약,no_disclosure,,,,,,,
벨로크,no_disclosure,,,,,,,
로지시스,no_disclosure,,,,,,,
웰크론한텍,no_disclosure,,,,,,,
엔시트론,no_disclosure,,,,,,,
딜리,no_disclosure,,,,,,,
루트K,no_disclosure,,,,,,,
이엠앤아이,no_disclosure,,,,,,,
아이윈,no_disclosure,,,,,,,
우리이앤엘하루틴,no_disclosure,,,,,,,
지엔코,no_disclosure,,,,,,,
이노시뮬레이션,no_disclosure,,,,,,,
세화피앤씨,no_disclosure,,,,,,,
CSA 코스믹,no_disclosure,,,,,,,
삼영에스앤씨,no_disclosure,,,,,,,
리더스코스메틱,no_disclosure,,,,,,,
상보,no_disclosure,,,,,,,
이원컴포텍,no_disclosure,,,,,,,
딥커머스,no_disclosure,,,,,,,
디지아이,no_disclosure,,,,,,,
대호특수강,no_disclosure,,,,,,,
아이티아이즈,no_disclosure,,,,,,,
케이피티유,no_disclosure,,,,,,,
웹스,no_disclosure,,,,,,,
이노뎁,no_disclosure,,,,,,,
비츠로시스,no_disclosure,,,,,,,
윈하이텍,no_disclosure,,,,,,,
아시아종묘,no_disclosure,,,,,,,
PN풍년,no_disclosure,,,,,,,
판타지오,no_disclosure,,,,,,,
드림인사이트,no_disclosure,,,,,,,
미디어젠,no_disclosure,,,,,,,
씨엔플러스,no_disclosure,,,,,,,
리튬포어스,no_disclosure,,,,,,,
윙입푸드,no_disclosure,,,,,,,
이미지스,no_disclosure,,,,,,,
카티스,no_disclosure,,,,,,,
파커스,no_disclosure,,,,,,,
세진티에스,no_disclosure,,,,,,,
아이오케이이엔엠,no_disclosure,,,,,,,
롤링스톤,no_disclosure,,,,,,,
엔피케이,no_disclosure,,,,,,,
버넥트,no_disclosure,,,,,,,
파라택시스이더리움,no_disclosure,,,,,,,
크린앤사이언스,no_disclosure,,,,,,,
하이퍼코퍼레이션,no_disclosure,,,,,,,
에스에스알,no_disclosure,,,,,,,
케이쓰리아이,no_disclosure,,,,,,,
디에이치엑스컴퍼니,no_disclosure,,,,,,,
듀오백,no_disclosure,,,,,,,
에스앤더블류,no_disclosure,,,,,,,
차이커뮤니케이션,no_disclosure,,,,,,,
한주에이알티,no_disclosure,,,,,,,
큐로홀딩스,no_disclosure,,,,,,,
우리엔터프라이즈,no_disclosure,,,,,,,
소프트센,no_disclosure,,,,,,,
사토시홀딩스,no_disclosure,,,,,,,
비스토스,no_disclosure,,,,,,,
스타플렉스,no_disclosure,,,,,,,
윙스풋,no_disclosure,,,,,,,
우진비앤지,no_disclosure,,,,,,,
핑거스토리,no_disclosure,,,,,,,
브이씨,no_disclosure,,,,,,,
조이웍스앤코,no_disclosure,,,,,,,
플라즈맵,no_disclosure,,,,,,,
에이전트AI,no_disclosure,,,,,,,
대동금속,no_disclosure,,,,,,,
코퍼스코리아,no_disclosure,,,,,,,
지니틱스,no_disclosure,,,,,,,
뉴보텍,no_disclosure,,,,,,,
더코디,no_disclosure,,,,,,,
유아이디,no_disclosure,,,,,,,
전진바이오팜,no_disclosure,,,,,,,
국영지앤엠,no_disclosure,,,,,,,
육일씨엔에쓰,no_disclosure,,,,,,,
조아제약,no_disclosure,,,,,,,
부스타,no_disclosure,,,,,,,
피씨엘,no_disclosure,,,,,,,
CS,no_disclosure,,,,,,,
엔젠바이오,no_disclosure,,,,,,,
에스제이그룹,no_disclosure,,,,,,,
제이케이시냅스,no_disclosure,,,,,,,
패션플랫폼,no_disclosure,,,,,,,
이노진,no_disclosure,,,,,,,
파인텍,no_disclosure,,,,,,,
이렘,no_disclosure,,,,,,,
인베니아,no_disclosure,,,,,,,
웰킵스하이텍,no_disclosure,,,,,,,
E8,no_disclosure,,,,,,,
드래곤플라이,no_disclosure,,,,,,,
엑시온그룹,no_disclosure,,,,,,,
모아라이프플러스,no_disclosure,,,,,,,
삼보산업,no_disclosure,,,,,,,
바른손이앤에이,no_disclosure,,,,,,,
신라섬유,no_disclosure,,,,,,,
프롬바이오,no_disclosure,,,,,,,
티엔엔터테인먼트,no_disclosure,,,,,,,
핀텔,no_disclosure,,,,,,,
썸에이지,no_disclosure,,,,,,,
베셀,no_disclosure,,,,,,,
셀레스트라,no_disclosure,,,,,,,
진영,no_disclosure,,,,,,,
디젠스,no_disclosure,,,,,,,
올리패스,no_disclosure,,,,,,,
메디콕스,no_disclosure,,,,,,,
KS인더스트리,no_disclosure,,,,,,,
국일신동,no_disclosure,,,,,,,
삼영이엔씨,no_disclosure,,,,,,,
비케이홀딩스,no_disclosure,,,,,,,
아이스크림에듀,no_disclosure,,,,,,,
케스피온,no_disclosure,,,,,,,
휴맥스홀딩스,no_disclosure,,,,,,,
케이엠제약,no_disclosure,,,,,,,
예선테크,no_disclosure,,,,,,,
파이온엑스,no_disclosure,,,,,,,
한탑,no_disclosure,,,,,,,
신라에스지,no_disclosure,,,,,,,
헝셩그룹,no_disclosure,,,,,,,
형지글로벌,no_disclosure,,,,,,,
알파AI,no_disclosure,,,,,,,
케이이엠텍,no_disclosure,,,,,,,
유디엠텍,no_disclosure,,,,,,,
수성웹툰,no_disclosure,,,,,,,
씨엑스아이,no_disclosure,,,,,,,
모바일어플라이언스,no_disclosure,,,,,,,
에이에프더블류,no_disclosure,,,,,,,
투비소프트,no_disclosure,,,,,,,
원풍물산,no_disclosure,,,,,,,
에스아이리소스,no_disclosure,,,,,,,
스코넥,no_disclosure,,,,,,,
형지I&C,no_disclosure,,,,,,,
코이즈,no_disclosure,,,,,,,
KD,no_disclosure,,,,,,,
캐리,no_disclosure,,,,,,,
아이톡시,no_disclosure,,,,,,,
더테크놀로지,no_disclosure,,,,,,,
